activity_comment,assay_chembl_id,assay_description,assay_type,canonical_smiles,data_validity_comment,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,undefined_stereo,canonical_smiles_clean
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,CC(C)CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,,CHEMBL1145112,CHEMBL132806,7.24,=,=,Ki,nM,57.0,Ki,nM,57.0,False,CC(C)CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,,CHEMBL1145112,CHEMBL336217,7.38,=,=,Ki,nM,42.0,Ki,nM,42.0,False,CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,O=C(Cc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1145112,CHEMBL134566,7.22,=,=,Ki,nM,60.0,Ki,nM,60.0,False,O=C(Cc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,CC(C)CCn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,,CHEMBL1145112,CHEMBL435022,7.42,=,=,Ki,nM,38.0,Ki,nM,38.0,False,CC(C)CCn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,,CHEMBL1145112,CHEMBL341376,6.37,=,=,Ki,nM,423.0,Ki,nM,423.0,False,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,O=C(COc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1145112,CHEMBL138593,7.35,=,=,Ki,nM,45.0,Ki,nM,45.0,False,O=C(COc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,,CHEMBL1145112,CHEMBL324735,6.42,=,=,Ki,nM,381.0,Ki,nM,381.0,False,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1145112,CHEMBL16867,9.51,=,=,Ki,nM,0.31,Ki,nM,0.31,False,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1145112,CHEMBL335950,6.1,=,=,Ki,nM,800.0,Ki,nM,800.0,False,O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1145112,CHEMBL541455,7.22,=,=,Ki,nM,60.0,Ki,nM,60.0,False,O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL649782,Binding affinity for human Adenosine A2A receptor from HEK293 cells,B,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,,CHEMBL1129441,CHEMBL16687,8.77,=,=,Ki,nM,1.7,Ki,uM,0.0017,False,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,O=C(COc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1145112,CHEMBL341777,7.4,=,=,Ki,nM,40.0,Ki,nM,40.0,False,O=C(COc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL643209,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1145112,CHEMBL135719,7.26,=,=,Ki,nM,55.0,Ki,nM,55.0,False,O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL640528,[3H]NECA saturation binding in CHO cells expressing human recombinant A2A adenosine receptor,B,CCn1c(C#Cc2ccccc2)nc2c(N)ncnc21,,CHEMBL1134734,CHEMBL61259,6.22,=,=,Ki,nM,600.0,Ki,uM,0.6,False,CCn1c(C#Cc2ccccc2)nc2c(N)ncnc21
,CHEMBL641568,Displacement of [3H]-CGS- 21680 from A2A receptor in human brain membrane,B,Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12,,CHEMBL1134070,CHEMBL287321,4.65,=,=,Ki,nM,22500.0,Ki,nM,22500.0,False,Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12
,CHEMBL640528,[3H]NECA saturation binding in CHO cells expressing human recombinant A2A adenosine receptor,B,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,CHEMBL1134734,CHEMBL464859,7.7,=,=,Ki,nM,20.0,Ki,uM,0.02,False,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
,CHEMBL640528,[3H]NECA saturation binding in CHO cells expressing human recombinant A2A adenosine receptor,B,Nc1ncnc2c1nc(/C=C/C(=O)c1ccccc1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1134734,CHEMBL3350496,4.33,=,=,Ki,nM,46600.0,Ki,uM,46.6,False,Nc1ncnc2c1nc(/C=C/C(=O)c1ccccc1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CCN(CC)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,,CHEMBL1149198,CHEMBL113189,6.56,=,=,Ki,nM,277.0,Ki,nM,277.0,False,CCN(CC)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccc(Br)o3)nc12,,CHEMBL1149198,CHEMBL112195,7.46,=,=,Ki,nM,35.0,Ki,nM,35.0,False,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccc(Br)o3)nc12
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CN(C)C(=O)CN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,,CHEMBL1149198,CHEMBL113541,7.64,=,=,Ki,nM,23.0,Ki,nM,23.0,False,CN(C)C(=O)CN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL261453,6.79,=,=,Ki,nM,163.0,Ki,nM,163.0,False,CNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CCNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL258535,7.19,=,=,Ki,nM,64.0,Ki,nM,64.0,False,CCNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CNc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL574597,5.07,=,=,Ki,nM,8530.0,Ki,nM,8530.0,False,CNc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccco3)nn12,,CHEMBL1149198,CHEMBL109845,7.57,=,=,Ki,nM,27.0,Ki,nM,27.0,False,Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccco3)nn12
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,Nc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL2092941,8.15,=,=,Ki,nM,7.0,Ki,nM,7.0,True,Nc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,COC[C@H]1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,,CHEMBL1149198,CHEMBL110646,7.21,=,=,Ki,nM,61.0,Ki,nM,61.0,False,COC[C@H]1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Cc1ccc(-c2nc3cc(C(=O)N4CCCCC4)cc(N)n3n2)o1,,CHEMBL1149198,CHEMBL113228,7.85,=,=,Ki,nM,14.0,Ki,nM,14.0,False,Cc1ccc(-c2nc3cc(C(=O)N4CCCCC4)cc(N)n3n2)o1
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CCCCC#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,,CHEMBL1135517,CHEMBL437842,6.57,=,=,Ki,nM,267.0,Ki,nM,267.0,False,CCCCC#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CCNc1nc(C#Cc2ccccc2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL607759,5.35,=,=,Ki,nM,4450.0,Ki,nM,4450.0,True,CCNc1nc(C#Cc2ccccc2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC(O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,,CHEMBL1135517,CHEMBL2094083,8.51,=,=,Ki,nM,3.1,Ki,nM,3.1,True,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC(O)c4ccccc4)nc32)[C@H](O)[C@@H]1O
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,,CHEMBL1135517,CHEMBL258534,7.41,=,=,Ki,nM,39.0,Ki,nM,39.0,False,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Cc1ccc(-c2nc3c(N)cc(C(=O)N4CCCC4)cn3n2)o1,,CHEMBL1149198,CHEMBL432624,7.12,=,=,Ki,nM,76.0,Ki,nM,76.0,False,Cc1ccc(-c2nc3c(N)cc(C(=O)N4CCCC4)cn3n2)o1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CC1CCCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,,CHEMBL1149198,CHEMBL113967,8.7,=,=,Ki,nM,2.0,Ki,nM,2.0,True,CC1CCCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CC1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,,CHEMBL1149198,CHEMBL113542,7.82,=,=,Ki,nM,15.0,Ki,nM,15.0,True,CC1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CN(CCc1ccccc1)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,,CHEMBL1149198,CHEMBL112740,7.3,=,=,Ki,nM,50.0,Ki,nM,50.0,False,CN(CCc1ccccc1)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CN(C)C(=O)CN(C)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,,CHEMBL1149198,CHEMBL112631,8.52,=,=,Ki,nM,3.0,Ki,nM,3.0,False,CN(C)C(=O)CN(C)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CC1CCCN(C(=O)c2cc(N)n3nc(-c4ccc(Br)o4)nc3c2)C1,,CHEMBL1149198,CHEMBL323945,8.52,=,=,Ki,nM,3.0,Ki,nM,3.0,True,CC1CCCN(C(=O)c2cc(N)n3nc(-c4ccc(Br)o4)nc3c2)C1
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CC(C)Nc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL2092787,7.02,=,=,Ki,nM,96.0,Ki,nM,96.0,True,CC(C)Nc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,Nc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL262363,8.74,=,=,Ki,nM,1.8,Ki,nM,1.8,False,Nc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CC1CCCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,,CHEMBL1149198,CHEMBL325993,7.21,=,=,Ki,nM,62.0,Ki,nM,62.0,True,CC1CCCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccccn3)nn12,,CHEMBL1149198,CHEMBL325646,7.24,=,=,Ki,nM,57.0,Ki,nM,57.0,False,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccccn3)nn12
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CNc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL2092786,6.56,=,=,Ki,nM,273.0,Ki,nM,273.0,True,CNc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccc(Br)o3)nn12,,CHEMBL1149198,CHEMBL325350,8.05,=,=,Ki,nM,9.0,Ki,nM,9.0,False,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccc(Br)o3)nn12
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccco3)nn12,,CHEMBL1149198,CHEMBL109499,7.96,=,=,Ki,nM,11.0,Ki,nM,11.0,False,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccco3)nn12
,CHEMBL642127,Displacement of [3H]CGS-21680 from Adenosine A2A receptor in bovine striatal membrane,B,CCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1N1CCN(C)CC1,,CHEMBL1135638,CHEMBL309618,5.67,=,=,Ki,nM,2140.0,Ki,nM,2140.0,True,CCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1N1CCN(C)CC1
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL410115,5.81,=,=,Ki,nM,1560.0,Ki,nM,1560.0,False,CNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,COC[C@H]1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,,CHEMBL1149198,CHEMBL112773,8.7,=,=,Ki,nM,2.0,Ki,nM,2.0,False,COC[C@H]1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CCNc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL2092788,7.03,=,=,Ki,nM,94.0,Ki,nM,94.0,True,CCNc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CC(C)Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL438418,6.49,=,=,Ki,nM,324.0,Ki,nM,324.0,False,CC(C)Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccc(Br)o3)nc12,,CHEMBL1149198,CHEMBL113376,7.57,=,=,Ki,nM,27.0,Ki,nM,27.0,False,Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccc(Br)o3)nc12
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CCCN(C)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,,CHEMBL1149198,CHEMBL110698,8.22,=,=,Ki,nM,6.0,Ki,nM,6.0,False,CCCN(C)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3cccs3)nn12,,CHEMBL1149198,CHEMBL114405,6.98,=,=,Ki,nM,104.0,Ki,nM,104.0,False,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3cccs3)nn12
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,,CHEMBL1149198,CHEMBL17127,9.22,=,=,Ki,nM,0.6,Ki,nM,0.6,False,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL408918,7.54,=,=,Ki,nM,29.0,Ki,nM,29.0,False,Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccco3)nc12,,CHEMBL1149198,CHEMBL109753,6.72,=,=,Ki,nM,190.0,Ki,nM,190.0,False,Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccco3)nc12
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CCNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1135517,CHEMBL410095,5.93,=,=,Ki,nM,1181.0,Ki,nM,1181.0,False,CCNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CC1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,,CHEMBL1149198,CHEMBL110074,8.4,=,=,Ki,nM,4.0,Ki,nM,4.0,True,CC1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccc(Br)o3)nn12,,CHEMBL1149198,CHEMBL324077,8.22,=,=,Ki,nM,6.0,Ki,nM,6.0,False,Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccc(Br)o3)nn12
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CCN(CCc1ccccn1)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,,CHEMBL1149198,CHEMBL323621,8.4,=,=,Ki,nM,4.0,Ki,nM,4.0,False,CCN(CCc1ccccn1)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CN(CCc1ccccc1)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,,CHEMBL1149198,CHEMBL420307,8.3,=,=,Ki,nM,5.0,Ki,nM,5.0,False,CN(CCc1ccccc1)C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,,CHEMBL1135517,CHEMBL260563,5.91,=,=,Ki,nM,1230.0,Ki,nM,1230.0,False,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CCN(CC)C(=O)C1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,,CHEMBL1149198,CHEMBL112897,7.4,=,=,Ki,nM,40.0,Ki,nM,40.0,True,CCN(CC)C(=O)C1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccccn3)nc12,,CHEMBL1149198,CHEMBL112249,6.72,=,=,Ki,nM,192.0,Ki,nM,192.0,False,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccccn3)nc12
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,COC[C@@H]1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1,,CHEMBL1149198,CHEMBL320349,7.92,=,=,Ki,nM,12.0,Ki,nM,12.0,False,COC[C@@H]1CCCN1C(=O)c1cc(N)n2nc(-c3ccc(Br)o3)nc2c1
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CC(C)(C)OC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,,CHEMBL1135517,CHEMBL3350613,8.19,=,=,Ki,nM,6.4,Ki,nM,6.4,True,CC(C)(C)OC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
,CHEMBL644647,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,,CHEMBL1135517,CHEMBL224874,8.7,=,=,Ki,nM,2.0,Ki,nM,2.0,False,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O
,CHEMBL644656,Binding affinity against human Adenosine A2a receptor (hA2a),B,CCCN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,,CHEMBL1149198,CHEMBL113009,7.36,=,=,Ki,nM,44.0,Ki,nM,44.0,False,CCCN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1
